NOME;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT
CAIO HENRIQUE KANAAN EBOLI;2011-10-04;2020-01-29;CANCELAMENTO A PEDIDO;CANCELADA;2020-01-30
CAIO HENRIQUE MENDES ALVES PINTO;2018-04-02;;;EM FUNCIONAMENTO NORMAL;2018-04-02
CAIO HENRIQUE MURAD PERES;2007-07-12;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
CAIO HENRIQUE ORTIGA AMARAL;2020-04-13;;;EM FUNCIONAMENTO NORMAL;2020-04-13
CAIO HENRIQUE SARAIVA DOS SANTOS;2020-10-02;;;EM FUNCIONAMENTO NORMAL;2020-10-02
CAIO HENRIQUE SOARES RODRIGUES;2020-07-10;;;EM FUNCIONAMENTO NORMAL;2020-07-10
CAIO HERNANDES LOPES;2018-05-14;2020-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2020-10-01
CAIO JACINTO CALDEIRA;2021-07-05;2022-01-28;CANCELAMENTO A PEDIDO;CANCELADA;2022-01-29
CAIO JUNQUEIRA FRANCO NETO;2007-07-20;;;EM FUNCIONAMENTO NORMAL;2007-07-20
CAIO KRONBERG;2019-02-26;;;EM FUNCIONAMENTO NORMAL;2019-02-26
CAIO LAGROTA RIBEIRO;2016-09-23;;;EM FUNCIONAMENTO NORMAL;2016-09-23
CAIO LIBALDE MEDICI;2017-04-27;2017-06-27;CANCELAMENTO A PEDIDO;CANCELADA;2017-06-28
CAIO LIMA DE AZEVEDO;2019-07-29;2019-08-22;CANCELAMENTO A PEDIDO;CANCELADA;2019-08-23
CAIO LIMA RUBIM;2020-02-07;;;EM FUNCIONAMENTO NORMAL;2020-02-07
CAIO LIRA DO PRADO;2017-03-20;;;EM FUNCIONAMENTO NORMAL;2017-03-20
CAIO LUCAS DA SILVA SOUSA;2019-10-11;2020-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2020-10-01
CAIO LUIZ FELIX DE CARVALHO;2019-02-11;;;EM FUNCIONAMENTO NORMAL;2019-02-11
CAIO LUIZ FIGUEIREDO FILHO;2006-08-31;;;EM FUNCIONAMENTO NORMAL;2006-08-31
CAIO LUIZ LUCERA DE OLIVEIRA;2022-06-29;;;EM FUNCIONAMENTO NORMAL;2022-06-29
CAIO MARIANO BRAGA NASCIMENTO;2021-04-20;;;EM FUNCIONAMENTO NORMAL;2021-04-20
CAIO MARIO MELLO COSTA OLIVEIRA SOBRINHO;2021-10-15;;;EM FUNCIONAMENTO NORMAL;2021-10-15
CAIO MARQUES PEREIRA LIMA;2002-10-07;2015-05-20;CANCELAMENTO A PEDIDO;CANCELADA;2015-05-20
CAIO MARQUES SILVÉRIO DE OLIVEIRA;2020-04-01;;;EM FUNCIONAMENTO NORMAL;2020-04-01
CAIO MARTINS BRANDÃO PEREIRA;2022-06-17;;;EM FUNCIONAMENTO NORMAL;2022-06-17
CAIO MARTINS LUIS PINTO;2019-04-09;;;EM FUNCIONAMENTO NORMAL;2019-04-09
CAIO MARTINS ROSCHEL;2018-06-15;;;EM FUNCIONAMENTO NORMAL;2018-06-15
CAIO MATEUS LIMA BASTOS;2022-08-02;;;EM FUNCIONAMENTO NORMAL;2022-08-02
CAIO MATHIAS NETTO DE OLIVEIRA;2018-10-23;;;EM FUNCIONAMENTO NORMAL;2018-10-23
CAIO MEDEIROS BENTO DE AZEVEDO;2019-04-01;2020-07-26;CANCELAMENTO A PEDIDO;CANCELADA;2020-07-27
CAIO MOREIRA DE SENA;2019-04-03;;;EM FUNCIONAMENTO NORMAL;2019-04-03
CAIO MOREIRA RODRIGUES;2021-03-09;;;EM FUNCIONAMENTO NORMAL;2021-03-09
CAIO NUNES SIVIRINO;2020-07-02;;;EM FUNCIONAMENTO NORMAL;2020-07-02
CAIO OLIVEIRA GODINHO DE ARAÚJO;2021-05-27;;;EM FUNCIONAMENTO NORMAL;2021-05-27
CAIO OSORIO E SILVA;2019-10-31;;;EM FUNCIONAMENTO NORMAL;2019-10-31
CAIO PARAGÓ AZEVEDO;2022-03-15;;;EM FUNCIONAMENTO NORMAL;2022-03-15
CAIO PEDRO CANJANI COBO;2021-11-16;;;EM FUNCIONAMENTO NORMAL;2021-11-16
CAIO PEIXOTO DE SOUZA;2015-10-29;;;EM FUNCIONAMENTO NORMAL;2015-10-29
CAIO PEREIRA COSTA;2021-01-11;;;EM FUNCIONAMENTO NORMAL;2021-01-11
CAIO PEREIRA DIAS;2003-10-28;2015-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2015-10-01
CAIO PEREIRA PINHEIRO;2021-07-13;;;EM FUNCIONAMENTO NORMAL;2021-07-13
CAIO PEREIRA SANTOS PARREIRA;2021-08-24;;;EM FUNCIONAMENTO NORMAL;2021-08-24
CAIO RANGEL RENGEL;2016-10-10;2020-03-19;CANCELAMENTO A PEDIDO;CANCELADA;2020-03-20
CAIO REWELL CARLETTO;2019-06-11;;;EM FUNCIONAMENTO NORMAL;2019-06-11
CAIO RIBEIRO DE SOUZA PALMA;2021-01-22;;;EM FUNCIONAMENTO NORMAL;2021-01-22
CAIO RISSO GURGEL DO AMARAL;2022-01-26;;;EM FUNCIONAMENTO NORMAL;2022-01-26
CAIO RIVETTI;2004-09-09;2010-06-30;CANCELAMENTO A PEDIDO;CANCELADA;2010-06-30
CAIO ROCHA BERTECHINI;2020-07-15;;;EM FUNCIONAMENTO NORMAL;2020-07-15
CAIO RODRIGUES DO AMARAL;2020-10-06;;;EM FUNCIONAMENTO NORMAL;2020-10-06
CAIO RODRIGUEZ ANTUNES CORRÊA;2009-06-12;2012-08-13;CANCELAMENTO A PEDIDO;CANCELADA;2012-08-13
CAIO ROSSANO PARTEZANI;2008-07-02;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
CAIO SANCHES;2021-07-22;;;EM FUNCIONAMENTO NORMAL;2021-07-22
CAIO SANTOS KARAM;2011-01-06;2011-12-20;CANCELAMENTO A PEDIDO;CANCELADA;2011-12-20
CAIO SARAMAGO MONDUCCI;2021-07-01;;;EM FUNCIONAMENTO NORMAL;2021-07-01
CAIO SARTORELLI SILVESTRE;2021-08-05;;;EM FUNCIONAMENTO NORMAL;2021-08-05
CAIO SAVINI;2021-03-04;;;EM FUNCIONAMENTO NORMAL;2021-03-04
CAIO SERGIO BARONCELLI;2018-04-02;;;EM FUNCIONAMENTO NORMAL;2018-04-02
CAIO SHOHEI UEMURA FUJINAKA;2019-12-06;;;EM FUNCIONAMENTO NORMAL;2019-12-06
CAIO SILVA BEZERRA;2020-02-04;;;EM FUNCIONAMENTO NORMAL;2020-02-04
CAIO STANIZE DA COSTA PORTO;2019-05-20;;;EM FUNCIONAMENTO NORMAL;2019-05-20
CAIO STANIZE DA COSTA PORTO;2010-07-29;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
CAIO TÁCITO DE ANDRADE BARBOSA;2022-02-23;;;EM FUNCIONAMENTO NORMAL;2022-02-23
CAIO TACITO GIORDAN DA SILVA;2003-01-31;2016-05-16;CANCELAMENTO A PEDIDO;CANCELADA;2016-05-16
CAIO TAKANO;2021-11-23;;;EM FUNCIONAMENTO NORMAL;2021-11-23
CAIO TUXI ANTUNES;2022-01-07;;;EM FUNCIONAMENTO NORMAL;2022-01-07
CAIO VALVERDE MELO;2021-01-04;;;EM FUNCIONAMENTO NORMAL;2021-01-04
CAIO VIEIRA CORDEIRO;2009-01-08;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
CAIO VIEIRA CORDEIRO;2014-10-13;;;EM FUNCIONAMENTO NORMAL;2014-10-13
CAIO VIGANO BARROS;2010-06-09;2013-08-02;CANCELAMENTO A PEDIDO;CANCELADA;2013-08-02
CAIO VILELA LACERDA;2022-08-15;;;EM FUNCIONAMENTO NORMAL;2022-08-15
CAIO VILLELA TRINDADE;2020-11-12;2022-06-30;CANCELAMENTO A PEDIDO;CANCELADA;2022-07-01
CAIO VINICCIUS RESENDE PEREIRA;2022-05-12;;;EM FUNCIONAMENTO NORMAL;2022-05-12
CAIO VINICIUS DE ANDRADE VIANA;2012-02-15;2015-05-14;CANCELAMENTO A PEDIDO;CANCELADA;2015-05-14
CAIO VINICIUS LIZIO DANTAS;2018-05-25;;;EM FUNCIONAMENTO NORMAL;2018-05-25
CAIO VINICIUS MACHADO;2018-12-06;;;EM FUNCIONAMENTO NORMAL;2018-12-06
CAIO VOGT VIEIRA;2021-08-19;;;EM FUNCIONAMENTO NORMAL;2021-08-19
CAIO WAGNER AMORIM MOREIRA DE FARIA;2020-12-03;2021-06-23;CANCELAMENTO A PEDIDO;CANCELADA;2021-06-24
CAIO WELLINGTON VIERSA;2020-10-19;;;EM FUNCIONAMENTO NORMAL;2020-10-19
CAIO WITTMANN FREITAS;2020-01-09;;;EM FUNCIONAMENTO NORMAL;2020-01-09
CAIQUE ANTONIO BIZONI;2019-08-09;;;EM FUNCIONAMENTO NORMAL;2019-08-09
CAIQUE CAIO MENDES SANTOS;2018-08-15;2019-12-20;CANCELAMENTO A PEDIDO;CANCELADA;2019-12-21
CAÍQUE DARINI DE GOUVEIA;2022-07-26;;;EM FUNCIONAMENTO NORMAL;2022-07-26
CAIQUE DE OLIVEIRA COUTINHO;2021-07-23;;;EM FUNCIONAMENTO NORMAL;2021-07-23
CAIQUE FERNANDO SOARES;2021-09-09;;;EM FUNCIONAMENTO NORMAL;2021-09-09
CAIQUE FONSECA SILVA;2020-01-15;;;EM FUNCIONAMENTO NORMAL;2020-01-15
CAÍQUE GLAUBER LIMA PITA ITALIANO;2021-04-01;2022-02-03;CANCELAMENTO A PEDIDO;CANCELADA;2022-02-04
CAÍQUE MARCHESI COSTA MANECOLO;2022-03-18;;;EM FUNCIONAMENTO NORMAL;2022-03-18
CAIQUE MATHEUS DE LIMA LOPES;2021-07-01;;;EM FUNCIONAMENTO NORMAL;2021-07-01
CAIQUE MELOCRA NONATO;2020-10-28;;;EM FUNCIONAMENTO NORMAL;2020-10-28
CAIQUE NETTO REZENDE;2021-09-01;;;EM FUNCIONAMENTO NORMAL;2021-09-01
CAÍQUE PIRES TOSSULINO;2010-04-20;2017-01-17;CANCELAMENTO A PEDIDO;CANCELADA;2017-01-18
CAIQUE REZENDE DE CASTRO PEREIRA;2018-04-12;;;EM FUNCIONAMENTO NORMAL;2018-04-12
CAIQUE STEIN LAGUNA;2020-03-04;2021-03-02;CANCELAMENTO A PEDIDO;CANCELADA;2021-03-03
CALEBE DE ROURE;2012-04-20;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
CALIEL VITOR MADEIRA;2022-07-01;;;EM FUNCIONAMENTO NORMAL;2022-07-01
CALIL NEME NETO;2003-01-24;2017-03-02;CANCELAMENTO A PEDIDO;CANCELADA;2017-03-03
CAMILA ALMEIDA ASSREUY;2011-07-14;2016-12-31;CANCELAMENTO A PEDIDO;CANCELADA;2017-01-01
CAMILA ALVES MELO AMORIM;2018-05-09;2021-08-18;CANCELAMENTO A PEDIDO;CANCELADA;2021-08-19
CAMILA ALVES SAMPAIO FALCÃO DA SILVA;2009-03-25;2012-12-28;CANCELAMENTO A PEDIDO;CANCELADA;2012-12-28
CAMILA APARECIDA DE ANDRADE;2021-06-16;;;EM FUNCIONAMENTO NORMAL;2021-06-16
CAMILA APARECIDA DE SOUZA LEÃO;2020-07-29;;;EM FUNCIONAMENTO NORMAL;2020-07-29
CAMILA BARBOSA DE SOUZA;2013-11-11;;;EM FUNCIONAMENTO NORMAL;2013-11-11
CAMILA BARDUCHI MARQUES DE OLIVEIRA;2007-09-10;2016-12-09;CANCELAMENTO A PEDIDO;CANCELADA;2016-12-10
CAMILA BATISTA DE AQUINO;2021-10-07;;;EM FUNCIONAMENTO NORMAL;2021-10-07
CAMILA BELCHIOR ZERA;2021-08-10;;;EM FUNCIONAMENTO NORMAL;2021-08-10
CAMILA BERNARDO PINTO TINOCO DOS SANTOS;2021-04-20;;;EM FUNCIONAMENTO NORMAL;2021-04-20
CAMILA BONATTI ESPINOLA;2021-02-24;;;EM FUNCIONAMENTO NORMAL;2021-02-24
CAMILA BRAGA BARBOSA;2021-11-30;;;EM FUNCIONAMENTO NORMAL;2021-11-30
CAMILA BRINGHENTI CASELLI;2021-11-03;;;EM FUNCIONAMENTO NORMAL;2021-11-03
CAMILA CALIO SANCHES RAPOSO;2022-07-08;;;EM FUNCIONAMENTO NORMAL;2022-07-08
CAMILA CAMPOS GONÇALVES;2010-12-01;2012-09-14;CANCELAMENTO A PEDIDO;CANCELADA;2012-09-14
CAMILA CAMPOS SILVA;2016-08-05;;;EM FUNCIONAMENTO NORMAL;2016-08-05
CAMILA CAPARELLI;2021-11-08;;;EM FUNCIONAMENTO NORMAL;2021-11-08
CAMILA CARVALHO ARRUDA;2021-08-12;;;EM FUNCIONAMENTO NORMAL;2021-08-12
CAMILA CHAVES SANTOS DE MORAES;2021-05-03;;;EM FUNCIONAMENTO NORMAL;2021-05-03
CAMILA CIPRIANI;2019-03-19;2019-12-09;CANCELAMENTO A PEDIDO;CANCELADA;2019-12-10
CAMILA CLETO BORGES;2020-11-13;2022-03-25;CANCELAMENTO A PEDIDO;CANCELADA;2022-03-26
CAMILA CLETO NAMURA;2022-07-14;;;EM FUNCIONAMENTO NORMAL;2022-07-14
CAMILA CRISTIANE VELOSO;2021-04-01;;;EM FUNCIONAMENTO NORMAL;2021-04-01
CAMILA DA SILVA MAIA;2019-01-21;;;EM FUNCIONAMENTO NORMAL;2019-01-21
CAMILA DAL COLETO SILVA;2019-08-02;2021-01-22;CANCELAMENTO A PEDIDO;CANCELADA;2021-01-23
CAMILA DE ASSIS PIRES;2004-02-09;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
CAMILA DE CAMARGO PENTEADO XAVIER DA SILVEIRA;2009-10-30;2012-05-02;CANCELAMENTO A PEDIDO;CANCELADA;2012-05-02
CAMILA DE FREITAS SILVA;2017-04-26;2017-08-25;CANCELAMENTO A PEDIDO;CANCELADA;2017-08-26
CAMILA DE JESUS LOPES CORRÊA;2020-07-14;;;EM FUNCIONAMENTO NORMAL;2020-07-14
CAMILA DE MAGALHÃES SANDOVAL;2010-05-27;2018-05-24;CANCELAMENTO A PEDIDO;CANCELADA;2018-05-24
CAMILA DE SOUZA SILVA POSSAMAI;2022-04-07;;;EM FUNCIONAMENTO NORMAL;2022-04-07
CAMILA DIAS BARROS;2022-01-24;;;EM FUNCIONAMENTO NORMAL;2022-01-24
CAMILA DIAS PEREIRA;2021-02-02;;;EM FUNCIONAMENTO NORMAL;2021-02-02
CAMILA DOS SANTOS GILDINGER BARRETO;2020-11-12;;;EM FUNCIONAMENTO NORMAL;2020-11-12
CAMILA DRIELI CHEFEL DE SÁ PIMENTA;2022-03-02;;;EM FUNCIONAMENTO NORMAL;2022-03-02
CAMILA FRANÇA DE SOUZA;2020-11-27;;;EM FUNCIONAMENTO NORMAL;2020-11-27
CAMILA FURLANI ESTEVES MORENO;2021-11-18;;;EM FUNCIONAMENTO NORMAL;2021-11-18
CAMILA GARAVELLO VAN MEENEN;2018-05-15;2021-08-31;CANCELAMENTO A PEDIDO;CANCELADA;2021-09-01
CAMILA GONCALES DE ANDRADE RODRIGUEZ;2021-04-16;;;EM FUNCIONAMENTO NORMAL;2021-04-16
CAMILA GONCALVES MENEZES GARCIA;2015-12-02;2018-03-12;CANCELAMENTO A PEDIDO;CANCELADA;2018-03-13
CAMILA GOULART DE ALBUQUERQUE;2022-01-13;;;EM FUNCIONAMENTO NORMAL;2022-01-13
CAMILA GRAUBART;2002-06-06;2012-08-01;CANCELAMENTO A PEDIDO;CANCELADA;2012-08-01
CAMILA GUEDES LOPES;2021-04-26;2021-12-21;CANCELAMENTO A PEDIDO;CANCELADA;2021-12-22
CAMILA GUERINO DE OLIVEIRA MARTINS;2021-07-30;;;EM FUNCIONAMENTO NORMAL;2021-07-30
CAMILA GUIMARAES BOTTI;2020-10-01;2022-04-01;CANCELAMENTO A PEDIDO;CANCELADA;2022-04-02
CAMILA GUIMARÃES DA COSTA;2021-07-22;;;EM FUNCIONAMENTO NORMAL;2021-07-22
CAMILA GUIMARAES SOUZA;2020-12-09;;;EM FUNCIONAMENTO NORMAL;2020-12-09
CAMILA HAECKEL BLANKE;2019-06-26;;;EM FUNCIONAMENTO NORMAL;2019-06-26
CAMILA IENSEN DOS SANTOS;2014-10-31;;;EM FUNCIONAMENTO NORMAL;2014-10-31
CAMILA KLAUMANN;2021-09-20;;;EM FUNCIONAMENTO NORMAL;2021-09-20
CAMILA KRETLY BOSELLI MESQUITA;2011-04-27;2015-12-31;CANCELAMENTO A PEDIDO;CANCELADA;2016-01-01
CAMILA LESSA DE MOURA BERTELI;2022-05-03;;;EM FUNCIONAMENTO NORMAL;2022-05-03
CAMILA LUSA INACIO TEIXEIRA;2020-06-09;;;EM FUNCIONAMENTO NORMAL;2020-06-09
CAMILA MARINI GIONCO;2021-06-02;;;EM FUNCIONAMENTO NORMAL;2021-06-02
CAMILA MARINO MOLINA ZONARO;2022-03-22;;;EM FUNCIONAMENTO NORMAL;2022-03-22
CAMILA MARQUES MAGALHAES;2019-02-28;;;EM FUNCIONAMENTO NORMAL;2019-02-28
CAMILA MASCARENHAS DE CARVALHO NORA;2021-03-15;;;EM FUNCIONAMENTO NORMAL;2021-03-15
CAMILA MAZZOCHI DE LIMA PEROZZO;2021-05-28;;;EM FUNCIONAMENTO NORMAL;2021-05-28
CAMILA MINDELLI HERNANDES;2021-07-20;;;EM FUNCIONAMENTO NORMAL;2021-07-20
CAMILA MORAES MENDES DE MORAES;2022-01-17;;;EM FUNCIONAMENTO NORMAL;2022-01-17
CAMILA MOREIRA DE BIASI FAVA;2021-09-16;;;EM FUNCIONAMENTO NORMAL;2021-09-16
CAMILA MOTTIN;2018-12-15;;;EM FUNCIONAMENTO NORMAL;2018-12-15
CAMILA NADINI ISIDORO FEIBER;2020-07-28;;;EM FUNCIONAMENTO NORMAL;2020-07-28
CAMILA NUNES CARDOSO VER VALEN;2020-01-28;2021-05-24;CANCELAMENTO A PEDIDO;CANCELADA;2021-05-25
CAMILA PADOVEZ MAGNO;2022-06-13;;;EM FUNCIONAMENTO NORMAL;2022-06-13
CAMILA PARENTI DE REZENDE;2022-06-28;;;EM FUNCIONAMENTO NORMAL;2022-06-28
CAMILA PAULA ROMEIRO DE MIRANDA;2022-01-28;;;EM FUNCIONAMENTO NORMAL;2022-01-28
CAMILA PEREIRA BECK;2022-05-13;;;EM FUNCIONAMENTO NORMAL;2022-05-13
CAMILA PEREIRA DA SILVA;2020-12-22;;;EM FUNCIONAMENTO NORMAL;2020-12-22
CAMILA REGIA MAUX DE LIMA;2021-11-19;;;EM FUNCIONAMENTO NORMAL;2021-11-19
CAMILA SILVA PEREIRA;2020-09-21;;;EM FUNCIONAMENTO NORMAL;2020-09-21
CAMILA SIQUEIRA RODRIGUES OLIVEIRA;2020-10-07;;;EM FUNCIONAMENTO NORMAL;2020-10-07
CAMILA SOARES NETTO;2020-10-01;;;EM FUNCIONAMENTO NORMAL;2020-10-01
CAMILA SOLDERA;2020-02-18;;;EM FUNCIONAMENTO NORMAL;2020-02-18
CAMILA STELZER MACHADO;2017-04-24;;;EM FUNCIONAMENTO NORMAL;2017-04-24
CAMILA TAKAKI DA COSTA;2021-04-09;;;EM FUNCIONAMENTO NORMAL;2021-04-09
CAMILA TAYS DE LIMA BUCH;2017-06-21;2019-12-16;CANCELAMENTO A PEDIDO;CANCELADA;2019-12-17
CAMILA TULESKI COMIN;2019-01-04;;;EM FUNCIONAMENTO NORMAL;2019-01-04
CAMILA VALENTIM DE MENEZES;2022-07-11;;;EM FUNCIONAMENTO NORMAL;2022-07-11
CAMILA VIEIRA DE MORAIS;2020-11-27;;;EM FUNCIONAMENTO NORMAL;2020-11-27
CAMILA WAISBICH OLIVIERI;2020-01-20;;;EM FUNCIONAMENTO NORMAL;2020-01-20
CAMILA XAVIER ZIMERER;2019-04-12;;;EM FUNCIONAMENTO NORMAL;2019-04-12
CAMILA ZUIN FERREIRA;2009-08-26;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
CAMILE FARIAS DE CASTRO BOSCO FILIPIN;2020-07-02;;;EM FUNCIONAMENTO NORMAL;2020-07-02
CAMILE GÖTTERT;2010-05-27;2011-03-29;CANCELAMENTO A PEDIDO;CANCELADA;2011-03-29
CAMILE MOREIRA COBO;2019-02-04;;;EM FUNCIONAMENTO NORMAL;2019-02-04
CAMILE PEREIRA BARBOSA KLABUNDE;2020-11-18;;;EM FUNCIONAMENTO NORMAL;2020-11-18
CAMILLA CAPUCHO CHIARANTIN;2009-09-08;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
CAMILLA GAMA DAMIANO;2017-08-02;2021-03-26;CANCELAMENTO A PEDIDO;CANCELADA;2021-03-27
CAMILLA GIORDANO NAPOLITANO FIGUEIROA;2007-07-18;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
CAMILLA MONTEIRO RAW;2022-04-07;;;EM FUNCIONAMENTO NORMAL;2022-04-07
CAMILLA RIBEIRO CARNEIRO DE CAMPOS;2021-06-21;;;EM FUNCIONAMENTO NORMAL;2021-06-21
CAMILLA ROCHA BASTOS;2020-03-02;2022-05-12;CANCELAMENTO A PEDIDO;CANCELADA;2022-05-13
CAMILLA SANTOS AMARANTE;2021-07-07;;;EM FUNCIONAMENTO NORMAL;2021-07-07
CAMILLA XAVIER DE SOUZA PIMENTA;2019-08-12;;;EM FUNCIONAMENTO NORMAL;2019-08-12
CAMILLE CAMBRIA RODRIGUES;2021-10-05;;;EM FUNCIONAMENTO NORMAL;2021-10-05
CAMILLO DE MORAES JUNIOR;2011-04-12;;;EM FUNCIONAMENTO NORMAL;2011-04-12
CAMILO ALBERTINI VIGGIANO;2021-10-22;;;EM FUNCIONAMENTO NORMAL;2021-10-22
CAMILO CARBONERA MOTTER;2012-04-25;2012-09-10;CANCELAMENTO A PEDIDO;CANCELADA;2012-09-10
CAMILO COSTA;2019-02-11;2020-08-24;CANCELAMENTO A PEDIDO;CANCELADA;2020-08-25
CAMILO HENRIQUE CORREA FRIGO;2020-10-20;;;EM FUNCIONAMENTO NORMAL;2020-10-20
CAMILO HOLZ PEREIRA NUNES;2007-10-22;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
CAMYLA FEITOSA CARDOSO;2020-10-21;;;EM FUNCIONAMENTO NORMAL;2020-10-21
CÂNDIDO GONÇALVES JUSTINO;2019-04-17;;;EM FUNCIONAMENTO NORMAL;2019-04-17
CÂNDIDO JOSÉ DA ROCHA CABRAL JÚNIOR;2020-07-03;;;EM FUNCIONAMENTO NORMAL;2020-07-03
CÂNDIDO JOSÉ DO AMARAL;2022-06-08;;;EM FUNCIONAMENTO NORMAL;2022-06-08
CAREN CRISTIANI GREFF DE OLIVEIRA;2010-01-27;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
CAREN LUCI DE ALMEIDA VARGAS VIEIRA;2020-07-16;;;EM FUNCIONAMENTO NORMAL;2020-07-16
CARINA BASSETTO TICELLI;2022-01-19;;;EM FUNCIONAMENTO NORMAL;2022-01-19
CARINA DOS REIS E SILVA;2022-07-27;;;EM FUNCIONAMENTO NORMAL;2022-07-27
CARINA DOS SANTOS BORGES;2021-03-11;;;EM FUNCIONAMENTO NORMAL;2021-03-11
CARINA LIMA CAIRES;2017-08-02;;;EM FUNCIONAMENTO NORMAL;2022-04-08
CARINA RIBEIRO LOPES COELHO;2020-01-07;;;EM FUNCIONAMENTO NORMAL;2020-01-07
CARINE BEATRIZ DOS REIS OLIVEIRA;2013-11-26;2014-12-10;CANCELAMENTO A PEDIDO;CANCELADA;2014-12-10
CARINE BERTELI CARDOSO;2020-12-03;;;EM FUNCIONAMENTO NORMAL;2020-12-03
CARINE DE MELO ANDRE;2021-04-29;;;EM FUNCIONAMENTO NORMAL;2021-04-29
CARINE REOLON;2009-05-05;2010-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2010-10-01
CARINE SILVEIRA DE OLIVEIRA;2020-09-16;2021-07-30;CANCELAMENTO A PEDIDO;CANCELADA;2021-07-31
CARISTHON DE AZEVEDO;2019-05-02;;;EM FUNCIONAMENTO NORMAL;2019-05-02
CARLA ALESSANDRA RODRIGUES DE ARAUJO;2019-11-13;;;EM FUNCIONAMENTO NORMAL;2019-11-13
CARLA ALVES LEPSKI;2019-11-28;;;EM FUNCIONAMENTO NORMAL;2019-11-28
CARLA ANDRADE LACERDA;2010-09-10;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
CARLA APARECIDA SANTOS;2017-05-19;;;EM FUNCIONAMENTO NORMAL;2017-05-19
CARLA BAIMA DA SILVA;2021-05-07;;;EM FUNCIONAMENTO NORMAL;2021-05-07
CARLA BARALDI ARTONI VANTINI;2016-09-01;2020-03-04;CANCELAMENTO A PEDIDO;CANCELADA;2020-03-05
CARLA BARBOSA LEITE NIGRO MAGALHÃES;2009-01-07;;;EM FUNCIONAMENTO NORMAL;2009-01-07
CARLA BERNARDI QUILIN;2019-04-12;;;EM FUNCIONAMENTO NORMAL;2019-04-12
CARLA BIANCA ALMEIDA ORTIZ;2021-11-17;;;EM FUNCIONAMENTO NORMAL;2021-11-17
CARLA BRASIL BUENO;2020-01-20;;;EM FUNCIONAMENTO NORMAL;2020-01-20
CARLA BRUSCAGIN ANDRADE;2012-04-18;2018-07-26;CANCELAMENTO A PEDIDO;CANCELADA;2018-07-27
CARLA CRISTIANE RANCHIL;2022-02-17;;;EM FUNCIONAMENTO NORMAL;2022-02-17
CARLA CRISTINA DA SILVA MENDONCA;2015-12-23;2017-02-03;CANCELAMENTO A PEDIDO;CANCELADA;2017-02-04
CARLA CRISTINA DE SOUZA MORAES;2021-07-15;;;EM FUNCIONAMENTO NORMAL;2021-07-15
CARLA CRISTINA FRANCISCO;2022-06-21;;;EM FUNCIONAMENTO NORMAL;2022-06-21
CARLA DE ALBANESI SANTOS;2015-05-14;2016-02-25;CANCELAMENTO A PEDIDO;CANCELADA;2016-02-25
CARLA ESTEFANY DE OLIVEIRA DOS SANTOS;2021-02-01;;;EM FUNCIONAMENTO NORMAL;2021-02-01
CARLA FERNANDA DE SOUZA;2021-04-06;;;EM FUNCIONAMENTO NORMAL;2021-04-06
CARLA FERRAO WEBER;2009-03-03;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
CARLA FRANCISCA CANAL DA FONSECA;2020-05-15;;;EM FUNCIONAMENTO NORMAL;2020-05-15
