CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;EMAIL;SITE_ADMIN
16.918.169/0001-65;CRISTHIAN SAGGIN AGENTE AUTONOMO DE INVESTIMENTO;CRISTHIAN SAGGIN AGENTE AUTONOMO DE INVESTIMENTO;2013-01-24;2014-11-05;CANCELAMENTO A PEDIDO;CANCELADA;2014-11-05;SEDE;RUA MOROM;1826/AP 403;CENTRO;PASSO FUNDO;RS;99010000;54;33116653;cristhiansaggin@gmail.com;
11.449.457/0001-02;CRISTIANO M. DE OLIVEIRA AGENTE AUTONOMO DE INVESTIMENTOS;CRISTIANO M. DE OLIVEIRA AGENTE AUTONOMO DE INVESTIMENTOS;2010-03-24;2015-07-16;CANCELAMENTO A PEDIDO;CANCELADA;2015-07-16;SEDE;RUA DOMINIQUE LAGRU 71;AP. 33-A;JARDIM ESTER;SÃO PAULO;SP;5372150;11;35766835;cmoliveira@bip.b.br;
11.607.479/0001-45;CRITERIA INVEST AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA;CRITERIA INVEST AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA;2010-04-14;;;EM FUNCIONAMENTO NORMAL;2010-04-14;SEDE;AVENIDA DOUTOR CARDOSO DE MELO 878;7º ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;4548003;11;31249696;carlos@criteriainvest.com.br;
22.328.056/0001-02;CRIW AGENTES AUTONOMOS DE INVESTIMENTOS EIRELI;CRIW INVESTIMENTOS;2015-06-22;2016-10-20;CANCELAMENTO A PEDIDO;CANCELADA;2016-10-21;SEDE;RUA ANTONIO DE LUCENA 22;61 MANACA;CHACARA CALIFORNIA;SÃO PAULO;SP;3407050;11;99933763;wtdomingues@gmail.com;
38.708.716/0001-10;CRONOS AGENTE AUTONOMO DE INVESTIMENTO LTDA;CRONOS AGENTE AUTONOMO DE INVESTIMENTO;2020-10-05;;;EM FUNCIONAMENTO NORMAL;2020-10-05;SEDE;SHS QUADRA 6 CONJUNTO A BLOCO E 1413;ED. BRASIL 21;ASA SUL;BRASÍLIA;DF;70316902;61;35215365;arthurguimaraescarneiro@gmail.com;www.cronosinvestimentos.com.br
17.492.764/0001-44;CRONOS INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;CRONOS INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2013-02-21;2015-05-28;CANCELAMENTO A PEDIDO;CANCELADA;2015-05-29;SEDE;RUA CINCINATO BRAGA 439;APTO 11;BELA VISTA;SÃO PAULO;SP;1333011;11;32844427;marcelo.prudente@cronosinvest.com.br;
05.514.144/0001-80;CRONUS AGENTES DE INVESTIMENTOS LTDA.;;2003-05-09;2005-12-30;CANCELAMENTO A PEDIDO;CANCELADA;2005-12-30;SEDE;Av. Dr. Yojiro Takaoka, 4384;Loja 17 - CV 1988;Alphaville;SANTANA DE PARNAÍBA;SP;6541038;11;32918040;celsopinto@futuraonline.com.br;
08.464.701/0001-93;CROSARA AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA ME;;2007-01-31;2012-03-06;CANCELAMENTO A PEDIDO;CANCELADA;2012-03-06;SEDE;RODOVIA BR-153;QD. 77-A, LT. 25;VILA BRASILIA;APARECIDA DE GOIÂNIA;GO;74911410;62;32780171;flavio@crosara.com.br;
07.615.694/0001-10;CROSS AGENTE AUTÔNOMO DE INVESTIMENTOS S/S LTDA;CROSS AGENTE AUTÔNOMO DE INVESTIMENTOS S/S LTDA;2008-08-27;;;EM FUNCIONAMENTO NORMAL;2008-08-27;SEDE;RUA CLAUDIONOR SANDOVAL;741/;VILA ROSA;PRESIDENTE PRUDENTE;SP;19023200;18;32229125;acsh@terra.com.br;www.crossinvestimentos.com.br
15.103.772/0001-26;CROW AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;CROW AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;2012-08-08;2015-07-13;CANCELAMENTO A PEDIDO;CANCELADA;2015-07-14;SEDE;AVENIDA JABAQUARA 1.469 283647;SALA 151-A3;SAUDE;SÃO PAULO;SP;4045002;11;81079359;shoji.dalton@gmail.com;
55.383.657/0001-77;CRW AGENTES AUTONOMOS DE INVESTIMENTOS SS LTDA;;2010-11-04;2012-04-05;EXTINÇÃO;CANCELADA;2012-04-05;SEDE;R COM CESAR ALFIERI;146 AP 183 BLOCO C;FREGUESIA DO Ó;SÃO PAULO;SP;2840130;11;39259081;cjpalves@terra.com.br;
09.516.749/0001-60;CSI AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;CSI AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;2008-07-02;;;EM FUNCIONAMENTO NORMAL;2008-07-02;SEDE;AVENIDA DAS AMÉRICAS 3434;BL 5 SL 416;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640102;21;21327204;senra@csiinvestimentos.com.br;
12.298.369/0001-01;CSINVEST AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;CSINVEST AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;2010-10-15;2015-07-09;CANCELAMENTO A PEDIDO;CANCELADA;2015-07-10;SEDE;RUA CORUPÁ 100;;ANITA GARIBALDI;JOINVILLE;SC;89203620;47;34555205;contato@csinvest.com.br;
05.233.241/0001-02;CSM AGENTE AUTONOMO DE INVESTIMENTO LTDA;CSM AGENTE AUTONOMO DE INVESTIMENTO LTDA;2002-09-10;;;EM FUNCIONAMENTO NORMAL;2002-09-10;SEDE;RUA FRADIQUE COUTINHO 30;50;PINHEIROS;SÃO PAULO;SP;5416000;11;30739507;sylvio@csminvest.com.br;
01.715.940/0001-20;CT AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2002-02-06;2016-07-21;CANCELAMENTO A PEDIDO;CANCELADA;2016-07-22;SEDE;RUA MARIA JOSÉ;281/BL.01 / 503;MADUREIRA;RIO DE JANEIRO;RJ;21341140;21;24645843;crimeriomn@gmail.com;
45.728.879/0001-20;CULTIVAR INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;CULTIVAR INVESTIMENTOS-AGENTE AUTONOMO DE INVESTIMENTOS;2022-03-25;;;EM FUNCIONAMENTO NORMAL;2022-03-25;SEDE;AVENIDA DAS ACÁCIAS 2840;W - SALA 01;PARQUE DAS EMAS;LUCAS DO RIO VERDE;MT;78455000;65;35494538;marcoantonio_scarabelot@hotmail.com;
39.427.936/0001-39;CULTURINVEST AGENTE AUTONOMO DE INVESTIMENTOS LTDA;GNCV AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2021-01-06;;;EM FUNCIONAMENTO NORMAL;2021-01-06;SEDE;AVENIDA AFONSO PENA;2770/SALA 205 - C;SAVASSI;BELO HORIZONTE;MG;30130012;31;25164420;gilson@culturinvest-aai.com.br;www.culturinvest-aai.com.br
06.540.449/0001-29;CUMARU AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA.;;2004-10-05;2009-06-22;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2009-06-22;SEDE;RUA BELA CINTRA, 2079;APTO 81;CONSOLAÇÃO;SÃO PAULO;SP;1415002;11;32586469;afigueiredo@socopa.com.br;
09.080.775/0001-99;CURRERE AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2007-10-29;2011-09-06;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2011-09-06;SEDE;RUA.RAIMUNDO LULIO;330;JD. SÃO NICOLAU;SÃO PAULO;SP;3685030;11;21420591;anapaula@spinelli.com.br;
04.684.113/0001-04;CW7 AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA;CW7 AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA;2002-03-06;;;EM FUNCIONAMENTO NORMAL;2002-03-06;SEDE;RUA DO OUVIDOR;61/SALA 2701;CENTRO;RIO DE JANEIRO;RJ;20040031;21;30318800;cw7aai@hotmail.com;
10.442.250/0001-35;CWM SERVIÇOS DE AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;;2009-04-15;2011-12-14;EXTINÇÃO;CANCELADA;2011-12-14;SEDE;AV. PRES JUSCELINO KUBITSCHEK;Nº 50, 10º ANDAR;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4543000;11;21314944;aa@claritas.com.br;
10.336.934/0001-52;CZA AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;;2008-11-05;2009-10-05;EXTINÇÃO;CANCELADA;2009-10-05;SEDE;RUA NOVA JESUSALÉM, 60;APTO. 21;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4510020;11;38462681;pcentola@uol.com.br;
07.495.921/0001-11;D & D AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2005-08-10;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-10-01;SEDE;RUA MAJOR RUBENS VAZ, Nº 246;283647/CASA;GÁVEA;RIO DE JANEIRO;RJ;22470070;21;81112136;bestubb@yahoo.com.br;importador
09.619.691/0001-80;D & F AGENTES AUTONOMOS DE INVESTIMENTOS SOCIEDADE SIMPLES LTDA;;2008-09-04;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-10-01;SEDE;RUA PADRE CHAGAS,35;201;MOINHOS DE VENTO;PORTO ALEGRE;RS;90570080;051;30624567;fabianomanoelteixeira@gmail.com;
33.164.829/0001-89;D 'ORSAY AGENTE AUTONOMO DE INVESTIMENTOS LTDA;D'ORSAY AGENTE AUTONOMO DE  INVESTIMENTOS LTDA;2019-05-15;2022-05-19;CANCELAMENTO A PEDIDO;CANCELADA;2022-05-20;SEDE;PRAIA BOTAFOGO 501;SL 130;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;21;25866114;contato@dorsayinvestimentos.com.br;
11.232.561/0001-32;D A M AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2009-11-18;2011-11-11;EXTINÇÃO;CANCELADA;2011-11-11;SEDE;AV PROF FONSECA RODRIGUES, 960;APTO 11;BOAÇAVA;SÃO PAULO;SP;5461010;11;32623100;fmuniz@dtvm.com.br;
26.546.133/0001-51;D L GARCIA - AGENTE AUTÔNOMO DE INVESTIMENTO;VERÃO INVEST - AGENTE AUTÔNOMO DE INVESTIMENTO;2017-01-02;2021-01-23;CANCELAMENTO A PEDIDO;CANCELADA;2021-01-25;SEDE;AVENIDA NATALINO JOÃO BRESCANSIN 2472 AVENIDA NATALINO JOÃO BRESCANSIN 2472;SALA 6;CENTRO;SORRISO;MT;78890000;66;35451673;dennyellg@hotmail.com;
14.803.983/0001-09;D&L AGENTE AUTÔNOMO DE INVESTIMENTO LIMITADA;D&L AGENTE AUTÔNOMO DE INVESTIMENTO LIMITADA;2012-02-08;2020-01-28;CANCELAMENTO A PEDIDO;CANCELADA;2020-01-29;SEDE;AVENIDA DOUTOR THEOMÁRIO PINTO DA COSTA;811/sala 1306;CHAPADA;MANAUS;AM;69050055;92;33213378;contato@dlinvestimentos.com.br;www.dlinvestimentos.com.br
08.667.261/0001-71;D'AGOSTINI AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;;2008-01-02;2011-11-09;EXTINÇÃO;CANCELADA;2011-11-09;SEDE;R. LUIZ PICCOLOTTO, 335.;;JD. DAS PALMEIRAS;CAMPINAS;SP;13092583;19;32531030;primo79@terra.com.br;
20.355.454/0001-92;D. VALLORY PEREZ AGENTE AUTÔNOMO DE INVESTIMENTOS;D. VALLORY PEREZ AGENTE AUTÔNOMO DE INVESTIMENTOS;2014-06-27;2016-01-15;CANCELAMENTO A PEDIDO;CANCELADA;2016-01-16;SEDE;RUA FRANCISCO DESLANDES;699/402;ANCHIETA;BELO HORIZONTE;MG;30310530;31;25150737;diego.perez@futuraonline.com.br;
08.453.040/0001-09;D.F AGENTES AUTONOMOS DE INVESTIMENTOS LTDA.;;2007-01-09;2008-08-13;CANCELAMENTO A PEDIDO;CANCELADA;2008-08-13;SEDE;CALÇADA DOS ANTARES,Nº249;SALA 23 - CAII;ALPHAVILLE;SANTANA DE PARNAÍBA;SP;6541065;11;41537549;delson@nominaldtvm.com.br;
15.287.859/0001-09;D.P. CARVALHO AGENTE AUTÔNOMO DE INVESTIMENTOS - ME;;2012-08-02;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-10-01;SEDE;RUA CARLOS MAGALHÃES, 100;APTO. 97 - BL. 01;PARQUE REBOUÇAS;SÃO PAULO;SP;5735030;11;23662060;daniel@imaiscor.com.br;www.imaiscor.com.br
17.494.553/0001-40;D.S.SANTANA AGENTE AUTÔNOMO DE INVESTIMENTOS;D.S.SANTANA AGENTE AUTÔNOMO DE INVESTIMENTOS;2013-04-11;2017-03-16;CANCELAMENTO A PEDIDO;CANCELADA;2017-03-17;SEDE;AVENIDA ANITA GARIBALDI;1815;ONDINA;SALVADOR;BA;40170130;71;35035012;diego@ssantana.com.br;
07.507.055/0001-31;DACAR AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA.;;2005-08-31;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA VEREADOR JOAQUIM DE CASTRO;0/24 / SALA 02;CENTRO;RIO BONITO;RJ;28800000;21;22335712;maliki@superig.com.br;importacao
07.858.727/0001-53;DALLAS AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2006-05-03;2012-08-23;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2012-08-23;SEDE;R. SEN. CESAR L. VERGUEIRO 531;0/APTO 144;VILA MADALENA;SÃO PAULO;SP;5435060;11;32880650;erassump@terra.com.br;importacao
24.607.422/0001-98;DANIEL A. BONALDI AGENTE AUTÔNOMO DE INVESTIMENTOS;DANIEL A. BONALDI AGENTE AUTÔNOMO DE INVESTIMENTOS;2016-07-01;2017-09-28;CANCELAMENTO A PEDIDO;CANCELADA;2017-09-29;SEDE;R Conselheiro Zacarias;461;Jardim Paulista;SÃO PAULO;SP;1429020;11;30570033;bonaldi.daniel@gmail.com;www.bussolainvestimentos.com.br
18.130.285/0001-40;DANIEL GUEDINE SERAFINI AGENTE AUTÒNOMO DE INVESTIMENTOS EIRELI;DANIEL GUEDINE SERAFINI AGENTE AUTÒNOMO DE INVESTIMENTOS EIRELI;2013-06-05;2015-11-19;CANCELAMENTO A PEDIDO;CANCELADA;2015-11-19;SEDE;RUA OLAVO BILAC;242/114 A;VILA SOFIA;SÃO PAULO;SP;4671050;11;81331993;guedine_@uol.com.br;
31.872.350/0001-71;DANIEL JOSE LINS DE ARAUJO LIMA AGENTE AUTONOMO DE INVESTIMENTOS;DANIEL JOSE LINS DE ARAUJO LIMA AGENTE AUTONOMO DE INVESTIMENTOS;2019-03-08;2021-09-24;CANCELAMENTO A PEDIDO;CANCELADA;2021-09-25;SEDE;RUA DA ANGUSTURA 126 RUA DA ANGUSTURA 126;SALA 804;AFLITOS;RECIFE;PI;52050340;81;33346099;daniel.lins@zargoinvestimentos.com.br;www.siriusinvestimentos.com.br
11.546.396/0001-93;DANIEL LOPEZ AGENTE AUTONOMO DE INVESTIMENTOS LTDA.;;2010-03-16;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA FRANCISCO TELES DOURADO421;;JARDIM PRUDENCIA;SÃO PAULO;SP;4649040;011;33654141;bowl_house@hotmail.com;www.convencao.com.br
14.906.023/0001-74;DANIEL M M DE CARVALHO AGENTE AUTONOMO DE INVESTIMENTOS;;2012-04-18;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-10-01;SEDE;AVN ALFREDO BALTHAZAR SILVEIRA;580 SL 244A;RECREIO DOS BANDEIRANTES;RIO DE JANEIRO;RJ;22790710;21;21371432;danielcarvalho@grupolemos.com.br;
17.210.086/0001-80;DANIELA GUERRA LIMA AGENTE AUTÔNOMO DE INVESTIMENTOS;DANIELA GUERRA LIMA AGENTE AUTÔNOMO DE INVESTIMENTOS;2013-01-28;2013-11-27;CANCELAMENTO A PEDIDO;CANCELADA;2013-11-27;SEDE;RUA:MANUEL DIAS LEME;44/CASA: 01;JD STª EDWIRGES;SÃO PAULO;SP;4913170;11;58944657;daniela@rendainvestimentos.com.br;www.rendainvestimentos.com.br
15.179.853/0001-00;DANIELA ROSAN GRUBE BASILE-AGENTE AUTONOMO DE INVESTIMENTO;DANIELA ROSAN GRUBE BASILE-AGENTE AUTONOMO DE INVESTIMENTO;2012-06-18;2014-06-20;CANCELAMENTO A PEDIDO;CANCELADA;2014-06-20;SEDE;RUA MANOEL MENDES FERNANDES 15;;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4507030;11;23098482;uemuracont@icn.com.br;
11.167.606/0001-32;DANILO AGENTE AUTONOMO DE INVESTIMENTO & CIA LTDA;;2010-03-24;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA SEGUNDO WANDERLEY, 855;SALA 127;BARRO VERMELHO;NATAL;RN;59030050;84;32122307;danilo_araujo@yahoo.com.br;
21.982.878/0001-40;DANILO AGENTE AUTONOMO DE INVESTIMENTOS EIRELI ME;DANILO AGENTE AUTONOMO DE INVESTIMENTOS EIRELI ME;2015-05-07;2019-08-01;CANCELAMENTO A PEDIDO;CANCELADA;2019-08-02;SEDE;RUA DA MATRIZ 58;;CENTRO;BARBALHA;CE;63180000;88;96909988;dinvestaai@gmail.com;
05.251.569/0001-43;DANINVEST AGENTES AUTÔNOMOS DE INVESTIMENTO S/S LTDA;DANINVEST AGENTES AUTÔNOMOS DE INVESTIMENTO S/S LTDA;2002-10-18;2018-06-15;CANCELAMENTO A PEDIDO;CANCELADA;2018-06-16;SEDE;RUA FLORENCIO YGARTUA;131/SALA 204;MOINHOS DE VENTO;PORTO ALEGRE;RS;90430010;51;33028388;daninvest.ag@gmail.com;
12.036.764/0001-16;DANT 23 AGENTE AUTONOMO DE INVESTIMENTOS LTDA;DANT 23 AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2010-07-13;2013-12-03;CANCELAMENTO A PEDIDO;CANCELADA;2013-12-03;SEDE;RUA LOPES QUINTAS 165;;JARDIM BOTANICO;RIO DE JANEIRO;RJ;22460010;21;21018300;daniel.azevedo23@hotmail.com;
11.316.299/0001-04;DANTAS & OLIVEIRA AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;;2010-01-05;2013-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2013-10-01;SEDE;AVENIDA PRESIDENTE VARGAS, 482;SALA 314  - PARTE;CENTRO;RIO DE JANEIRO;RJ;20071000;21;33713005;lia.rossana@hotmail.com;
10.883.617/0001-56;DAP 7 AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA.;DAP 7 AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA.;2011-04-28;2016-07-25;CANCELAMENTO A PEDIDO;CANCELADA;2016-07-26;SEDE;RUA GETÚLIO;321 BL 01/306;CACHAMBI;RIO DE JANEIRO;RJ;20775000;21;22894668;dapinvestimentos@gmail.com;
09.206.397/0001-47;DAP AGENTE AUTONOMO DE INVESTIMENTOS LTDA;DAP AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2007-12-18;;;EM FUNCIONAMENTO NORMAL;2007-12-18;SEDE;AVENIDA DONA COTA 835;;CENTRO;ITAÚNA;MG;35680033;31;96944838;dududiniz@gmail.com;
08.960.283/0001-25;DAPES AGENTE AUTONOMO DE INVESTIMENTOS S/S;DAPES AGENTE AUTONOMO DE INVESTIMENTOS;2007-10-10;;;EM FUNCIONAMENTO NORMAL;2007-10-10;SEDE;AVENIDA GOVERNADOR AGAMENON MAGALHÃES 4779;SL 2301;ILHA DO LEITE;RECIFE;PI;50070425;81;33348755;henrique@dapes.com.br;
16.491.199/0001-38;DAROS AGENTE AUTONOMO DE INVESTIMENTO EIRELI;;2012-10-11;2013-06-19;CANCELAMENTO A PEDIDO;CANCELADA;2013-06-19;SEDE;AV. MONSENHOR ASCANEO 55;101;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22621060;21;30421413;valeria.pellon@yahoo.com.br;
12.752.139/0001-70;DAS AGENTE AUTONOMO DE INVESTIMENTOS - EIRELI;;2010-12-15;2018-05-28;CANCELAMENTO A PEDIDO;CANCELADA;2018-05-29;SEDE;RUA CIRO GAVIÃO,195;APT 301;BELA VISTA;PORTO ALEGRE;RS;90470020;51;99631518;drasantos@terra.com.br;
14.146.472/0001-61;DASX AGENTE AUTONOMO DE INVESTIMENTOS LTDA.;;2011-10-18;2015-12-07;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-08;SEDE;RUA DOUTOR SODRE, 232;APTO 132;VILA NOVA CONCEICAO;SÃO PAULO;SP;4535110;11;38463055;dominique.stauffer@cmcapitalmarkets.com.br;
26.462.059/0001-95;DAVID DE ANDRADE ROCHA AGENTE AUTONOMO DE INVESTIMENTOS ME;DAVID DE ANDRADE ROCHA AGENTE AUTONOMO DE INVESTIMENTOS ME;2017-01-17;2018-08-24;EXTINÇÃO;CANCELADA;2018-08-24;SEDE;AV ANTONIO ALVES;714 - Sala 6;ATALAIA;ARACAJU;SE;49037050;79;981413020;contato@majestyeditora.com.br;
08.906.330/0001-52;DAVID J. DA S. MARQUES AGENTE AUTÔNOMO DE INVESTIMENTOS;;2007-09-24;2016-05-13;CANCELAMENTO A PEDIDO;CANCELADA;2016-05-13;SEDE;RUA MANUEL JACINTO, 932;AP. 151, BLOCO 09;VILA SÔNIA;SÃO PAULO;SP;5624001;11;37713868;opc1contabil@gmail.com;
29.364.899/0001-03;DAVOS WM AGENTE AUTONOMO DE INVESTIMENTOS LTDA;DAVOS FINANCIAL PARTNERSHIP AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2018-03-07;;;EM FUNCIONAMENTO NORMAL;2018-03-07;SEDE;RUA DOUTOR RENATO PAES DE BARROS 955;CONJ. 101;ITAIM BIBI;SÃO PAULO;SP;4530001;11;96287003;thiago_fbn@hotmail.com;
05.957.336/0001-60;DAY TRUST AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;DAY TRUST AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;2004-01-19;2016-01-27;CANCELAMENTO A PEDIDO;CANCELADA;2016-01-28;SEDE;RUA DOUTOR MATTOS,;256/SOBRADO/PARTE;CENTRO;RIO BONITO;RJ;28800000;21;24572000;mpontes@bessecurities.com.br;
08.032.233/0001-88;DAYTRADE AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;DAYTRADE AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;2006-06-08;2015-03-30;CANCELAMENTO A PEDIDO;CANCELADA;2015-03-31;SEDE;RUA 10 -;140/LT 11 - QUADRA 18;ITAIPU;NITERÓI;RJ;24346000;21;26240556;ivannogueira@capitalmarkets.com.br;
09.163.279/0001-07;DB7 AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2008-01-02;2008-08-05;EXTINÇÃO;CANCELADA;2008-08-05;SEDE;AV. PERIMETRAL NORTE, 4661;QUADRA 5 LOTE 19;ZONA INDUSTRIAL PEDRO ABRAO;GOIÂNIA;GO;74583285;62;99821999;battaglia.d@uol.com.br;
12.423.056/0001-38;DBG AGENTE AUTONOMO DE INVESTIMENTOS LTDA.;;2011-04-19;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;R INDIANA, 310;APTO 151;BROOKLIN PAULISTA;SÃO PAULO;SP;4562000;11;81553322;hirocon@hirocon.com.br;
09.525.384/0001-30;DBR AGENTE AUTÔNOMO DE INVESTIMENTO LTDA.;;2008-09-25;2010-08-19;EXTINÇÃO;CANCELADA;2010-08-19;SEDE;RUA DONA NITINHA,300;;BOA VISTA;UBERABA;MG;38017300;34;33126580;rogerio@eum.com.br;
17.847.937/0001-08;DBS AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;DBS AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;2013-08-13;2014-09-25;CANCELAMENTO A PEDIDO;CANCELADA;2014-09-25;SEDE;AV DR SILVIO MENICUCCI;2295;COND. STONE VILLAGE;LAVRAS;MG;37200000;31;84951669;diogo.brito7@icloud.com;
35.085.291/0001-42;DBV CAPITAL AGENTE AUTONOMO DE INVESTIMENTOS LTDA;DBV CAPITAL AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2019-11-11;;;EM FUNCIONAMENTO NORMAL;2019-11-11;SEDE;AVENIDA MINISTRO IVAN LINS 460;COBERTURA 01;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22620110;11;31981934;pgomes@dbvcapital.com.br;
10.403.854/0001-72;DCC AGENTE AUTONOMO DE INVESTIMENTO LTDA;;2009-03-18;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA MARICA;21;LA CAMPINAS;CAMPINAS;SP;13098338;019;32621214;codorna@me.com;
09.109.916/0001-59;DCFC AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2007-11-22;2016-05-30;CANCELAMENTO A PEDIDO;CANCELADA;2016-05-30;SEDE;RUA PENSILVANIA, 114;APTO 262 BL 03;CIDADE MONÇÕES;SÃO PAULO;SP;4564000;11;35626354;daniel.castelleoni@br.icap.com;
11.000.124/0001-93;DCMM - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2009-08-26;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA BELA CINTRA, 884;APTO 114;CONSOLAÇÃO;SÃO PAULO;SP;1415000;11;35253525;dino@eum.com.br;
21.276.510/0001-66;DE PAOLA AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;DE PAOLA AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;2015-06-01;2019-04-24;CANCELAMENTO A PEDIDO;CANCELADA;2019-04-25;SEDE;TRAVESSA CAPITÃO CLEMENTINO PARANÁ;60 - 401;ÁGUA VERDE;CURITIBA;PR;80620180;41;96375920;mauricio@depaolaai.com.br;
30.553.377/0001-39;DE PAULA E CIA AGENTE AUTÔNOMO DE INVESTIMENTOS SS LTDA;DE PAULA E CIA AGENTE AUTÔNOMO DE INVESTIMENTOS SS LTDA;2018-07-02;2019-03-31;CANCELAMENTO A PEDIDO;CANCELADA;2019-04-01;SEDE;Avenida Pedro Basso;472/SL 304;Alto São Francisco;FOZ DO IGUAÇU;PR;85863756;45;30260361;leandro_depaula123@hotmail.com;
